Month,Day,Hour,mu_t,sigma_t,count
4,16,19,15.642857142857142,8.0250295264939,14
4,16,20,11.142857142857142,7.0039235471944625,14
4,16,21,10.533333333333333,6.277700519260521,15
4,16,22,11.6,6.884765791223401,15
4,16,23,15.933333333333334,7.995236677160316,15
4,17,0,16.6,8.227132810749701,15
4,17,1,17.133333333333333,7.954034615631658,15
4,17,2,18.333333333333332,7.612646120264685,15
4,17,3,19.133333333333333,7.491582578054488,15
4,17,4,19.066666666666666,7.805370556470046,15
4,17,5,19.066666666666666,8.867812314099528,15
4,17,6,19.2,9.382354258317655,15
4,17,7,18.266666666666666,9.837731058580143,15
4,17,8,20.8,11.059578912159619,15
4,17,9,24.2,10.831171945559987,15
4,17,10,24.733333333333334,10.726913193769523,15
4,17,11,24.866666666666667,10.95358171471562,15
4,17,12,25.066666666666666,12.354679082764362,15
4,17,13,24.2,12.347353678304628,15
4,17,14,24.066666666666666,12.702455705586262,15
4,17,15,24.466666666666665,10.979634827824691,15
4,17,16,23.8,11.027239001672179,15
4,17,17,21.2,8.402380615040002,15
4,17,18,21.933333333333334,8.08408194864333,15
4,17,19,22.733333333333334,9.661903588443684,15
4,17,20,15.466666666666667,6.843836295389834,15
4,17,21,13.133333333333333,5.396647989614435,15
4,17,22,14.333333333333334,7.296444013222828,15
4,17,23,15.133333333333333,8.903182951431845,15
4,18,0,15.066666666666666,8.556256413264144,15
4,18,1,15.2,10.379925680989107,15
4,18,2,15.6,8.235810307952182,15
4,18,3,15.266666666666667,8.597895645087206,15
4,18,4,15.666666666666666,5.246313898711125,15
4,18,5,15.933333333333334,7.2748752239340515,15
4,18,6,15.666666666666666,8.260635280539582,15
4,18,7,15.6,9.256657835618332,15
4,18,8,15.533333333333333,9.093692214674856,15
4,18,9,20.466666666666665,8.951190397025947,15
4,18,10,20.466666666666665,10.629249850339974,15
4,18,11,22.666666666666668,12.759683530931472,15
4,18,12,23.066666666666666,12.056217522605545,15
4,18,13,24.066666666666666,11.435949999057899,15
4,18,14,23.8,11.791037758762858,15
4,18,15,23.133333333333333,11.356978135972279,15
4,18,16,21.6,10.459445491994305,15
4,18,17,22.466666666666665,9.203001580747344,15
4,18,18,19.533333333333335,8.927218945183213,15
4,18,19,17.466666666666665,8.279636522962887,15
4,18,20,15.4,6.009516262918814,15
4,18,21,13.4,6.056873309366333,15
4,18,22,13.466666666666667,7.356888576280704,15
4,18,23,13.066666666666666,7.685484153042452,15
4,19,0,13.666666666666666,9.416297927883688,15
4,19,1,13.714285714285714,8.09965404226598,14
4,19,2,15.857142857142858,7.450938431934833,14
4,19,3,16.133333333333333,8.149203875810434,15
4,19,4,13.866666666666667,7.9988094352192425,15
4,19,5,14.333333333333334,5.936168397046637,15
4,19,6,14.533333333333333,5.343442799579775,15
4,19,7,14.2,6.460871237136455,15
4,19,8,16.066666666666666,6.551626479265246,15
4,19,9,17.933333333333334,7.741047056038965,15
4,19,10,17.6,6.674043537680673,15
4,19,11,17.066666666666666,8.497618714058886,15
4,19,12,15.933333333333334,7.1260755245052225,15
4,19,13,16.266666666666666,8.250252521387855,15
4,19,14,16.466666666666665,7.614522465719855,15
4,19,15,18.266666666666666,7.116044915407381,15
4,19,16,17.266666666666666,9.238635232131472,15
4,19,17,17.066666666666666,11.170539484776569,15
4,19,18,18.133333333333333,9.97759394605638,15
4,19,19,17.266666666666666,7.932452932341265,15
4,19,20,16.0,4.035556254807296,15
4,19,21,14.866666666666667,4.155317877932646,15
4,19,22,14.533333333333333,5.396647989614435,15
4,19,23,14.666666666666666,5.601870435930519,15
4,20,0,14.066666666666666,7.430311151595457,15
4,20,1,14.0,6.959063976467771,15
4,20,2,14.0,6.834784979374678,15
4,20,3,14.2,7.427747207022367,15
4,20,4,14.333333333333334,5.563486402641868,15
4,20,5,12.666666666666666,6.252618499096046,15
